Marker,Master Time
13,2.0045859813690186
23,7.004773139953613
33,15.153075933456421
16,21.155182123184204
26,26.155266046524048
36,29.262486934661865
12,33.26440191268921
22,38.264485120773315
32,46.3741340637207
14,52.37579393386841
24,57.37588596343994
44,72.37597608566284
14,77.37775802612305
24,82.37785506248474
34,86.58676195144653
12,91.58851909637451
22,96.5886161327362
32,103.69490694999695
