%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1592384519499138492,115,1592384519393991805,map,0.921857109016,3.80605652481,0.0,0.0,0.0,-0.704363862619,0.709839100808,0.237120902332,-0.00533189950808,0.0,0.0,0.0,0.0,-0.00533189950808,0.244786980761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067513383186
1592384519996217772,116,1592384519895177805,map,1.00836618151,3.09983355521,0.0,0.0,0.0,-0.711003226004,0.703188746079,0.2501256135,0.00585514062495,0.0,0.0,0.0,0.0,0.00585514062495,0.252339677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691741590872
1592384520394368793,117,1592384520296148805,map,0.990466023108,2.67870358687,0.0,0.0,0.0,-0.62902739757,0.777383131478,0.253674477637,0.00092664924775,0.0,0.0,0.0,0.0,0.00092664924775,0.254358588583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682898866931
1592384520897021475,118,1592384520797339805,map,1.11559424811,1.93952439354,0.0,0.0,0.0,-0.617235014342,0.786778836186,0.252204834757,-0.00280840133904,0.0,0.0,0.0,0.0,-0.00280840133904,0.251422859819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0711306973421
1592384521296962662,119,1592384521198272805,map,1.21479985814,1.09614038534,0.0,0.0,0.0,-0.677456361026,0.735562967329,0.255864477746,-0.00461895874673,0.0,0.0,0.0,0.0,-0.00461895874673,0.244831895352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678691776655
1592384521799059251,120,1592384521699440805,map,1.2441724288,0.307395589958,0.0,0.0,0.0,-0.505568823519,0.862786279843,0.243757867973,-0.00310742748596,0.0,0.0,0.0,0.0,-0.00310742748596,0.250326074841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676930269495
1592384522393311408,121,1592384522300926805,map,1.75132144318,0.370730940833,0.0,0.0,0.0,-0.0111164871996,0.999938209947,0.246294579773,-0.00751109119321,0.0,0.0,0.0,0.0,-0.00751109119321,0.243955680961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069637697791
1592384522796238733,122,1592384522701813805,map,2.19181210583,0.32308718925,0.0,0.0,0.0,-0.0110842051908,0.999938568311,0.243835627488,-0.002288901698,0.0,0.0,0.0,0.0,-0.002288901698,0.25021986737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699131762145
1592384523295828723,123,1592384523202989805,map,2.58522410124,0.300802077338,0.0,0.0,0.0,-0.110199070963,0.993909535501,0.25209215705,0.00080454539025,0.0,0.0,0.0,0.0,0.00080454539025,0.248556649776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689880494531
1592384523696037549,124,1592384523603947805,map,3.00630040198,0.393352763607,0.0,0.0,0.0,0.271146469978,0.962538098892,0.253385298225,0.00474342888008,0.0,0.0,0.0,0.0,0.00474342888008,0.248745628643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0696810559775
1592384524195015912,125,1592384524105141805,map,3.34870822596,0.440705932726,0.0,0.0,0.0,-0.0134959314008,0.999908925771,0.256337664034,0.00137388595147,0.0,0.0,0.0,0.0,0.00137388595147,0.248336871852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668840582054
1592384524896024072,126,1592384524806861805,map,3.75938154065,0.430653606125,0.0,0.0,0.0,-0.0140329944366,0.999901532686,0.245751758933,-0.00192096146073,0.0,0.0,0.0,0.0,-0.00192096146073,0.247599885251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692576381198
