%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1592384483277427078,95,1592384483207796805,map,3.58140729934,-0.745901989228,0.0,0.0,0.0,0.999943932425,0.0105892400941,0.247593860741,-0.00220984472499,0.0,0.0,0.0,0.0,-0.00220984472499,0.256173816287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069423642062
1592384483879491115,96,1592384483759107805,map,3.13385475401,-0.739718924478,0.0,0.0,0.0,-0.999080122309,0.0428825046616,0.256188778897,0.000313348433959,0.0,0.0,0.0,0.0,0.000313348433959,0.249157119662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689544616837
1592384484479493655,97,1592384484360534805,map,2.69355897095,-0.759649136908,0.0,0.0,0.0,-0.999999848225,0.000550953894598,0.247840950715,0.00264007333917,0.0,0.0,0.0,0.0,0.00264007333917,0.247125839001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688718177598
1592384485081013720,98,1592384484962064805,map,2.28484909285,-0.708821716473,0.0,0.0,0.0,-0.995078673796,0.0990880061206,0.249134616633,-0.000575916576221,0.0,0.0,0.0,0.0,-0.000575916576221,0.253175970516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06829537307
1592384485679613895,99,1592384485563443805,map,1.79447328596,-0.70122967691,0.0,0.0,0.0,-0.999187299021,0.040308082014,0.240477729891,-0.00139207357101,0.0,0.0,0.0,0.0,-0.00139207357101,0.247046432613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0665816825114
1592384486278529490,100,1592384486064629805,map,1.28441850921,-0.725829625311,0.0,0.0,0.0,0.999953422466,0.0096515749207,0.249891007054,-0.00248185557121,0.0,0.0,0.0,0.0,-0.00248185557121,0.248830168243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676649779862
1592384486881912491,101,1592384486766305805,map,0.982620771015,-0.677599295474,0.0,0.0,0.0,0.978111365917,0.208082089246,0.245253730924,0.00264162817171,0.0,0.0,0.0,0.0,0.00264162817171,0.252029021931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689503311271
1592384487478138069,102,1592384487367754805,map,0.572970065689,-0.459366708498,0.0,0.0,0.0,0.816073775166,0.577947742868,0.251826791803,0.000488972426034,0.0,0.0,0.0,0.0,0.000488972426034,0.255624300896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0690660364651
1592384488178228011,103,1592384487969135805,map,0.414490830628,0.0559655343153,0.0,0.0,0.0,0.700814367116,0.71334369195,0.243551098259,8.39156293825e-05,0.0,0.0,0.0,0.0,8.39156293825e-05,0.254817487862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0677925496441
1592384488681815297,104,1592384488570643805,map,0.432278898301,0.695514212636,0.0,0.0,0.0,0.694414719384,0.719575011728,0.244065157814,0.00644393979681,0.0,0.0,0.0,0.0,0.00644393979681,0.251092634581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686105833148
1592384489281149284,105,1592384489172065805,map,0.435490753011,0.881918665214,0.0,0.0,0.0,0.712134172353,0.702043389376,0.248929299206,0.00467530879967,0.0,0.0,0.0,0.0,0.00467530879967,0.253478238662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684064820491
1592384491583760817,106,1592384491477578805,map,0.56770339339,1.13959061794,0.0,0.0,0.0,0.656094035594,0.754679148021,0.254256892193,0.00386382511877,0.0,0.0,0.0,0.0,0.00386382511877,0.24599635998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699217509017
1592384492284517656,107,1592384492179207805,map,0.751929383784,1.62062693961,0.0,0.0,0.0,0.698690661618,0.71542390187,0.260559832898,0.00314039390097,0.0,0.0,0.0,0.0,0.00314039390097,0.25191928719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0664448455832
1592384493584973314,108,1592384493482350805,map,0.811432453846,1.95172150818,0.0,0.0,0.0,0.278939356497,0.960308718797,0.259431426671,-0.00752438470416,0.0,0.0,0.0,0.0,-0.00752438470416,0.249661059836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707062253587
1592384504885495277,109,1592384504809302805,map,1.03797708303,2.26481922804,0.0,0.0,0.0,0.605996598826,0.795467235159,0.246105444822,0.0036405039434,0.0,0.0,0.0,0.0,0.0036405039434,0.250861452145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0699531722907
1592384505485601417,110,1592384505410757805,map,1.29428150333,3.20669318994,0.0,0.0,0.0,0.380286589686,0.92486869863,0.252666980788,0.00272735638909,0.0,0.0,0.0,0.0,0.00272735638909,0.246494898985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680163479972
1592384506087618296,111,1592384505911988805,map,1.33061186484,3.42947179009,0.0,0.0,0.0,0.701426222759,0.712742066968,0.244292400659,0.00122417229978,0.0,0.0,0.0,0.0,0.00122417229978,0.250939405669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682336576334
1592384506587880879,112,1592384506513381805,map,1.46851928019,3.96349628045,0.0,0.0,0.0,0.660947716527,0.750431952956,0.253108525209,-0.00348726509508,0.0,0.0,0.0,0.0,-0.00348726509508,0.244880456334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0708418840659
1592384507189336807,113,1592384507114819805,map,1.57199957463,4.47205833103,0.0,0.0,0.0,0.64564674751,0.763636220611,0.255415551892,-0.000670240768297,0.0,0.0,0.0,0.0,-0.000670240768297,0.241388416056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662094471047
1592384518993595592,114,1592384518892820805,map,1.53928626655,4.10256034017,0.0,0.0,0.0,0.991165571153,0.132630353089,0.247859988845,-0.000976649231665,0.0,0.0,0.0,0.0,-0.000976649231666,0.249984159266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683817222798
